"Lote","Item","Posição","Razão Social","Documento","Lance","Marca","Modelo","ME","Classificado","Habilitado"
"9","8","1","SONAR EDITORA E COMERCIO DE LIVROS LTDA","11491749000103","47768,4000","VALE DAS LETRAS","IMPRESSO/ FISICO","SIM","SIM","SIM"
"9","9","1","SONAR EDITORA E COMERCIO DE LIVROS LTDA","11491749000103","47768,4000","VALE DAS LETRAS","IMPRESSO/ FISICO","SIM","SIM","SIM"
"9","10","1","SONAR EDITORA E COMERCIO DE LIVROS LTDA","11491749000103","47768,4000","VALE DAS LETRAS","IMPRESSO/ FISICO","SIM","SIM","SIM"
"9","11","1","SONAR EDITORA E COMERCIO DE LIVROS LTDA","11491749000103","47768,4000","VALE DAS LETRAS","IMPRESSO/ FISICO","SIM","SIM","SIM"
"9","12","1","SONAR EDITORA E COMERCIO DE LIVROS LTDA","11491749000103","47768,4000","VALE DAS LETRAS","IMPRESSO/ FISICO","SIM","SIM","SIM"
"9","13","1","SONAR EDITORA E COMERCIO DE LIVROS LTDA","11491749000103","47768,4000","VALE DAS LETRAS","IMPRESSO/ FISICO","SIM","SIM","SIM"
"9","14","1","SONAR EDITORA E COMERCIO DE LIVROS LTDA","11491749000103","47768,4000","VALE DAS LETRAS","IMPRESSO/ FISICO","SIM","SIM","SIM"
"9","15","1","SONAR EDITORA E COMERCIO DE LIVROS LTDA","11491749000103","47768,4000","VALE DAS LETRAS","IMPRESSO/ FISICO","SIM","SIM","SIM"
"9","16","1","SONAR EDITORA E COMERCIO DE LIVROS LTDA","11491749000103","47768,4000","VALE DAS LETRAS","IMPRESSO/ FISICO","SIM","SIM","SIM"
"9","17","1","SONAR EDITORA E COMERCIO DE LIVROS LTDA","11491749000103","47768,4000","VALE DAS LETRAS","IMPRESSO/ FISICO","SIM","SIM","SIM"
"9","18","1","SONAR EDITORA E COMERCIO DE LIVROS LTDA","11491749000103","47768,4000","VALE DAS LETRAS","IMPRESSO/ FISICO","SIM","SIM","SIM"
"9","19","1","SONAR EDITORA E COMERCIO DE LIVROS LTDA","11491749000103","47768,4000","VALE DAS LETRAS","IMPRESSO/ FISICO","SIM","SIM","SIM"
"9","20","1","SONAR EDITORA E COMERCIO DE LIVROS LTDA","11491749000103","47768,4000","VALE DAS LETRAS","IMPRESSO/ FISICO","SIM","SIM","SIM"
"9","21","1","SONAR EDITORA E COMERCIO DE LIVROS LTDA","11491749000103","47768,4000","VALE DAS LETRAS","IMPRESSO/ FISICO","SIM","SIM","SIM"
"9","22","1","SONAR EDITORA E COMERCIO DE LIVROS LTDA","11491749000103","47768,4000","VALE DAS LETRAS","IMPRESSO/ FISICO","SIM","SIM","SIM"
"10","1","1","SONAR EDITORA E COMERCIO DE LIVROS LTDA","11491749000103","207997,2000","VIZU","IMPRESSO/ FISICO","SIM","SIM","SIM"
"10","2","1","SONAR EDITORA E COMERCIO DE LIVROS LTDA","11491749000103","207997,2000","VIZU","IMPRESSO/ FISICO","SIM","SIM","SIM"
"10","3","1","SONAR EDITORA E COMERCIO DE LIVROS LTDA","11491749000103","207997,2000","VIZU","IMPRESSO/ FISICO","SIM","SIM","SIM"
"10","4","1","SONAR EDITORA E COMERCIO DE LIVROS LTDA","11491749000103","207997,2000","VIZU","IMPRESSO/ FISICO","SIM","SIM","SIM"
"10","5","1","SONAR EDITORA E COMERCIO DE LIVROS LTDA","11491749000103","207997,2000","VIZU","IMPRESSO/ FISICO","SIM","SIM","SIM"
"10","6","1","SONAR EDITORA E COMERCIO DE LIVROS LTDA","11491749000103","207997,2000","VIZU","IMPRESSO/ FISICO","SIM","SIM","SIM"
"10","7","1","SONAR EDITORA E COMERCIO DE LIVROS LTDA","11491749000103","207997,2000","VIZU","IMPRESSO/ FISICO","SIM","SIM","SIM"
"10","8","1","SONAR EDITORA E COMERCIO DE LIVROS LTDA","11491749000103","207997,2000","VIZU","IMPRESSO/ FISICO","SIM","SIM","SIM"
"10","9","1","SONAR EDITORA E COMERCIO DE LIVROS LTDA","11491749000103","207997,2000","VIZU","IMPRESSO/ FISICO","SIM","SIM","SIM"
"10","10","1","SONAR EDITORA E COMERCIO DE LIVROS LTDA","11491749000103","207997,2000","VIZU","IMPRESSO/ FISICO","SIM","SIM","SIM"
"10","11","1","SONAR EDITORA E COMERCIO DE LIVROS LTDA","11491749000103","207997,2000","VIZU","IMPRESSO/ FISICO","SIM","SIM","SIM"
"10","12","1","SONAR EDITORA E COMERCIO DE LIVROS LTDA","11491749000103","207997,2000","VIZU","IMPRESSO/ FISICO","SIM","SIM","SIM"
"10","13","1","SONAR EDITORA E COMERCIO DE LIVROS LTDA","11491749000103","207997,2000","VIZU","IMPRESSO/ FISICO","SIM","SIM","SIM"
"10","14","1","SONAR EDITORA E COMERCIO DE LIVROS LTDA","11491749000103","207997,2000","VIZU","IMPRESSO/ FISICO","SIM","SIM","SIM"
"10","15","1","SONAR EDITORA E COMERCIO DE LIVROS LTDA","11491749000103","207997,2000","VIZU","IMPRESSO/ FISICO","SIM","SIM","SIM"
"10","16","1","SONAR EDITORA E COMERCIO DE LIVROS LTDA","11491749000103","207997,2000","VIZU","IMPRESSO/ FISICO","SIM","SIM","SIM"
"10","17","1","SONAR EDITORA E COMERCIO DE LIVROS LTDA","11491749000103","207997,2000","VIZU","IMPRESSO/ FISICO","SIM","SIM","SIM"
"10","18","1","SONAR EDITORA E COMERCIO DE LIVROS LTDA","11491749000103","207997,2000","VIZU","IMPRESSO/ FISICO","SIM","SIM","SIM"
"10","19","1","SONAR EDITORA E COMERCIO DE LIVROS LTDA","11491749000103","207997,2000","VIZU","IMPRESSO/ FISICO","SIM","SIM","SIM"
"10","20","1","SONAR EDITORA E COMERCIO DE LIVROS LTDA","11491749000103","207997,2000","VIZU","IMPRESSO/ FISICO","SIM","SIM","SIM"
"10","21","1","SONAR EDITORA E COMERCIO DE LIVROS LTDA","11491749000103","207997,2000","VIZU","IMPRESSO/ FISICO","SIM","SIM","SIM"
"10","22","1","SONAR EDITORA E COMERCIO DE LIVROS LTDA","11491749000103","207997,2000","VIZU","IMPRESSO/ FISICO","SIM","SIM","SIM"
"10","23","1","SONAR EDITORA E COMERCIO DE LIVROS LTDA","11491749000103","207997,2000","VIZU","IMPRESSO/ FISICO","SIM","SIM","SIM"
"10","24","1","SONAR EDITORA E COMERCIO DE LIVROS LTDA","11491749000103","207997,2000","VIZU","IMPRESSO/ FISICO","SIM","SIM","SIM"
"10","25","1","SONAR EDITORA E COMERCIO DE LIVROS LTDA","11491749000103","207997,2000","VIZU","IMPRESSO/ FISICO","SIM","SIM","SIM"
"10","26","1","SONAR EDITORA E COMERCIO DE LIVROS LTDA","11491749000103","207997,2000","VIZU","IMPRESSO/ FISICO","SIM","SIM","SIM"
"10","27","1","SONAR EDITORA E COMERCIO DE LIVROS LTDA","11491749000103","207997,2000","VIZU","IMPRESSO/ FISICO","SIM","SIM","SIM"
"10","28","1","SONAR EDITORA E COMERCIO DE LIVROS LTDA","11491749000103","207997,2000","VIZU","IMPRESSO/ FISICO","SIM","SIM","SIM"
"10","29","1","SONAR EDITORA E COMERCIO DE LIVROS LTDA","11491749000103","207997,2000","VIZU","IMPRESSO/ FISICO","SIM","SIM","SIM"
"10","30","1","SONAR EDITORA E COMERCIO DE LIVROS LTDA","11491749000103","207997,2000","VIZU","IMPRESSO/ FISICO","SIM","SIM","SIM"
"10","31","1","SONAR EDITORA E COMERCIO DE LIVROS LTDA","11491749000103","207997,2000","VIZU","IMPRESSO/ FISICO","SIM","SIM","SIM"
"10","32","1","SONAR EDITORA E COMERCIO DE LIVROS LTDA","11491749000103","207997,2000","VIZU","IMPRESSO/ FISICO","SIM","SIM","SIM"
"10","33","1","SONAR EDITORA E COMERCIO DE LIVROS LTDA","11491749000103","207997,2000","VIZU","IMPRESSO/ FISICO","SIM","SIM","SIM"
"10","34","1","SONAR EDITORA E COMERCIO DE LIVROS LTDA","11491749000103","207997,2000","VIZU","IMPRESSO/ FISICO","SIM","SIM","SIM"
"10","35","1","SONAR EDITORA E COMERCIO DE LIVROS LTDA","11491749000103","207997,2000","VIZU","IMPRESSO/ FISICO","SIM","SIM","SIM"
"10","36","1","SONAR EDITORA E COMERCIO DE LIVROS LTDA","11491749000103","207997,2000","VIZU","IMPRESSO/ FISICO","SIM","SIM","SIM"
"10","37","1","SONAR EDITORA E COMERCIO DE LIVROS LTDA","11491749000103","207997,2000","VIZU","IMPRESSO/ FISICO","SIM","SIM","SIM"
"10","38","1","SONAR EDITORA E COMERCIO DE LIVROS LTDA","11491749000103","207997,2000","VIZU","IMPRESSO/ FISICO","SIM","SIM","SIM"
"10","39","1","SONAR EDITORA E COMERCIO DE LIVROS LTDA","11491749000103","207997,2000","VIZU","IMPRESSO/ FISICO","SIM","SIM","SIM"
"10","40","1","SONAR EDITORA E COMERCIO DE LIVROS LTDA","11491749000103","207997,2000","VIZU","IMPRESSO/ FISICO","SIM","SIM","SIM"
"10","41","1","SONAR EDITORA E COMERCIO DE LIVROS LTDA","11491749000103","207997,2000","VIZU","IMPRESSO/ FISICO","SIM","SIM","SIM"
"10","42","1","SONAR EDITORA E COMERCIO DE LIVROS LTDA","11491749000103","207997,2000","VIZU","IMPRESSO/ FISICO","SIM","SIM","SIM"
"10","43","1","SONAR EDITORA E COMERCIO DE LIVROS LTDA","11491749000103","207997,2000","VIZU","IMPRESSO/ FISICO","SIM","SIM","SIM"
"10","44","1","SONAR EDITORA E COMERCIO DE LIVROS LTDA","11491749000103","207997,2000","VIZU","IMPRESSO/ FISICO","SIM","SIM","SIM"
"10","45","1","SONAR EDITORA E COMERCIO DE LIVROS LTDA","11491749000103","207997,2000","VIZU","IMPRESSO/ FISICO","SIM","SIM","SIM"
"10","46","1","SONAR EDITORA E COMERCIO DE LIVROS LTDA","11491749000103","207997,2000","VIZU","IMPRESSO/ FISICO","SIM","SIM","SIM"
"10","47","1","SONAR EDITORA E COMERCIO DE LIVROS LTDA","11491749000103","207997,2000","VIZU","IMPRESSO/ FISICO","SIM","SIM","SIM"
"11","1","1","SONAR EDITORA E COMERCIO DE LIVROS LTDA","11491749000103","5970,4000","AGAQUÊ","IMPRESSO/ FISICO","SIM","SIM","SIM"
"12","1","1","SONAR EDITORA E COMERCIO DE LIVROS LTDA","11491749000103","1798,6000","DCL","IMPRESSO/ FISICO","SIM","SIM","SIM"
"12","2","1","SONAR EDITORA E COMERCIO DE LIVROS LTDA","11491749000103","1798,6000","DCL","IMPRESSO/ FISICO","SIM","SIM","SIM"
"13","1","1","SONAR EDITORA E COMERCIO DE LIVROS LTDA","11491749000103","27999,0000","EUREKA","IMPRESSO/ FISICO","SIM","SIM","SIM"
"13","2","1","SONAR EDITORA E COMERCIO DE LIVROS LTDA","11491749000103","27999,0000","EUREKA","IMPRESSO/ FISICO","SIM","SIM","SIM"
"13","3","1","SONAR EDITORA E COMERCIO DE LIVROS LTDA","11491749000103","27999,0000","EUREKA","IMPRESSO/ FISICO","SIM","SIM","SIM"
"13","4","1","SONAR EDITORA E COMERCIO DE LIVROS LTDA","11491749000103","27999,0000","EUREKA","IMPRESSO/ FISICO","SIM","SIM","SIM"
"13","5","1","SONAR EDITORA E COMERCIO DE LIVROS LTDA","11491749000103","27999,0000","EUREKA","IMPRESSO/ FISICO","SIM","SIM","SIM"
"13","6","1","SONAR EDITORA E COMERCIO DE LIVROS LTDA","11491749000103","27999,0000","EUREKA","IMPRESSO/ FISICO","SIM","SIM","SIM"
"13","7","1","SONAR EDITORA E COMERCIO DE LIVROS LTDA","11491749000103","27999,0000","EUREKA","IMPRESSO/ FISICO","SIM","SIM","SIM"
"13","8","1","SONAR EDITORA E COMERCIO DE LIVROS LTDA","11491749000103","27999,0000","EUREKA","IMPRESSO/ FISICO","SIM","SIM","SIM"
"13","9","1","SONAR EDITORA E COMERCIO DE LIVROS LTDA","11491749000103","27999,0000","EUREKA","IMPRESSO/ FISICO","SIM","SIM","SIM"
"13","10","1","SONAR EDITORA E COMERCIO DE LIVROS LTDA","11491749000103","27999,0000","EUREKA","IMPRESSO/ FISICO","SIM","SIM","SIM"
"13","11","1","SONAR EDITORA E COMERCIO DE LIVROS LTDA","11491749000103","27999,0000","EUREKA","IMPRESSO/ FISICO","SIM","SIM","SIM"
"13","12","1","SONAR EDITORA E COMERCIO DE LIVROS LTDA","11491749000103","27999,0000","EUREKA","IMPRESSO/ FISICO","SIM","SIM","SIM"
"13","13","1","SONAR EDITORA E COMERCIO DE LIVROS LTDA","11491749000103","27999,0000","EUREKA","IMPRESSO/ FISICO","SIM","SIM","SIM"
"13","14","1","SONAR EDITORA E COMERCIO DE LIVROS LTDA","11491749000103","27999,0000","EUREKA","IMPRESSO/ FISICO","SIM","SIM","SIM"
"13","15","1","SONAR EDITORA E COMERCIO DE LIVROS LTDA","11491749000103","27999,0000","EUREKA","IMPRESSO/ FISICO","SIM","SIM","SIM"
"14","1","1","SONAR EDITORA E COMERCIO DE LIVROS LTDA","11491749000103","1795,2000","FORMATO","IMPRESSO/ FISICO","SIM","SIM","SIM"
"14","1","2","UNILER DIGITAL LTDA","46586795000162","1870,0000","Formato","Formato","SIM","SIM","SIM"
"15","1","1","SONAR EDITORA E COMERCIO DE LIVROS LTDA","11491749000103","2798,2000","GLOBO","IMPRESSO/ FISICO","SIM","SIM","SIM"
"15","1","2","UNILER DIGITAL LTDA","46586795000162","2890,0000","Globo","Globo","SIM","SIM","SIM"
"16","1","1","SONAR EDITORA E COMERCIO DE LIVROS LTDA","11491749000103","23793,2000","HAPPY BOOKS","IMPRESSO/ FISICO","SIM","SIM","SIM"
"16","2","1","SONAR EDITORA E COMERCIO DE LIVROS LTDA","11491749000103","23793,2000","HAPPY BOOKS","IMPRESSO/ FISICO","SIM","SIM","SIM"
"16","3","1","SONAR EDITORA E COMERCIO DE LIVROS LTDA","11491749000103","23793,2000","HAPPY BOOKS","IMPRESSO/ FISICO","SIM","SIM","SIM"
"16","4","1","SONAR EDITORA E COMERCIO DE LIVROS LTDA","11491749000103","23793,2000","HAPPY BOOKS","IMPRESSO/ FISICO","SIM","SIM","SIM"
"17","1","1","SONAR EDITORA E COMERCIO DE LIVROS LTDA","11491749000103","184830,8000","MANDALA","IMPRESSO/ FISICO","SIM","SIM","SIM"
"17","2","1","SONAR EDITORA E COMERCIO DE LIVROS LTDA","11491749000103","184830,8000","MANDALA","IMPRESSO/ FISICO","SIM","SIM","SIM"
"17","3","1","SONAR EDITORA E COMERCIO DE LIVROS LTDA","11491749000103","184830,8000","MANDALA","IMPRESSO/ FISICO","SIM","SIM","SIM"
"17","4","1","SONAR EDITORA E COMERCIO DE LIVROS LTDA","11491749000103","184830,8000","MANDALA","IMPRESSO/ FISICO","SIM","SIM","SIM"
"17","5","1","SONAR EDITORA E COMERCIO DE LIVROS LTDA","11491749000103","184830,8000","MANDALA","IMPRESSO/ FISICO","SIM","SIM","SIM"
"17","6","1","SONAR EDITORA E COMERCIO DE LIVROS LTDA","11491749000103","184830,8000","MANDALA","IMPRESSO/ FISICO","SIM","SIM","SIM"
"17","7","1","SONAR EDITORA E COMERCIO DE LIVROS LTDA","11491749000103","184830,8000","MANDALA","IMPRESSO/ FISICO","SIM","SIM","SIM"
"17","8","1","SONAR EDITORA E COMERCIO DE LIVROS LTDA","11491749000103","184830,8000","MANDALA","IMPRESSO/ FISICO","SIM","SIM","SIM"
"17","9","1","SONAR EDITORA E COMERCIO DE LIVROS LTDA","11491749000103","184830,8000","MANDALA","IMPRESSO/ FISICO","SIM","SIM","SIM"
"17","10","1","SONAR EDITORA E COMERCIO DE LIVROS LTDA","11491749000103","184830,8000","MANDALA","IMPRESSO/ FISICO","SIM","SIM","SIM"
"17","11","1","SONAR EDITORA E COMERCIO DE LIVROS LTDA","11491749000103","184830,8000","MANDALA","IMPRESSO/ FISICO","SIM","SIM","SIM"
"17","12","1","SONAR EDITORA E COMERCIO DE LIVROS LTDA","11491749000103","184830,8000","MANDALA","IMPRESSO/ FISICO","SIM","SIM","SIM"
"17","13","1","SONAR EDITORA E COMERCIO DE LIVROS LTDA","11491749000103","184830,8000","MANDALA","IMPRESSO/ FISICO","SIM","SIM","SIM"
"17","14","1","SONAR EDITORA E COMERCIO DE LIVROS LTDA","11491749000103","184830,8000","MANDALA","IMPRESSO/ FISICO","SIM","SIM","SIM"
"17","15","1","SONAR EDITORA E COMERCIO DE LIVROS LTDA","11491749000103","184830,8000","MANDALA","IMPRESSO/ FISICO","SIM","SIM","SIM"
"17","16","1","SONAR EDITORA E COMERCIO DE LIVROS LTDA","11491749000103","184830,8000","MANDALA","IMPRESSO/ FISICO","SIM","SIM","SIM"
"17","17","1","SONAR EDITORA E COMERCIO DE LIVROS LTDA","11491749000103","184830,8000","MANDALA","IMPRESSO/ FISICO","SIM","SIM","SIM"
"17","18","1","SONAR EDITORA E COMERCIO DE LIVROS LTDA","11491749000103","184830,8000","MANDALA","IMPRESSO/ FISICO","SIM","SIM","SIM"
"17","19","1","SONAR EDITORA E COMERCIO DE LIVROS LTDA","11491749000103","184830,8000","MANDALA","IMPRESSO/ FISICO","SIM","SIM","SIM"
"17","20","1","SONAR EDITORA E COMERCIO DE LIVROS LTDA","11491749000103","184830,8000","MANDALA","IMPRESSO/ FISICO","SIM","SIM","SIM"
"17","21","1","SONAR EDITORA E COMERCIO DE LIVROS LTDA","11491749000103","184830,8000","MANDALA","IMPRESSO/ FISICO","SIM","SIM","SIM"
"17","22","1","SONAR EDITORA E COMERCIO DE LIVROS LTDA","11491749000103","184830,8000","MANDALA","IMPRESSO/ FISICO","SIM","SIM","SIM"
"17","23","1","SONAR EDITORA E COMERCIO DE LIVROS LTDA","11491749000103","184830,8000","MANDALA","IMPRESSO/ FISICO","SIM","SIM","SIM"
"17","24","1","SONAR EDITORA E COMERCIO DE LIVROS LTDA","11491749000103","184830,8000","MANDALA","IMPRESSO/ FISICO","SIM","SIM","SIM"
"17","25","1","SONAR EDITORA E COMERCIO DE LIVROS LTDA","11491749000103","184830,8000","MANDALA","IMPRESSO/ FISICO","SIM","SIM","SIM"
"17","26","1","SONAR EDITORA E COMERCIO DE LIVROS LTDA","11491749000103","184830,8000","MANDALA","IMPRESSO/ FISICO","SIM","SIM","SIM"
"17","27","1","SONAR EDITORA E COMERCIO DE LIVROS LTDA","11491749000103","184830,8000","MANDALA","IMPRESSO/ FISICO","SIM","SIM","SIM"
"17","28","1","SONAR EDITORA E COMERCIO DE LIVROS LTDA","11491749000103","184830,8000","MANDALA","IMPRESSO/ FISICO","SIM","SIM","SIM"
"17","29","1","SONAR EDITORA E COMERCIO DE LIVROS LTDA","11491749000103","184830,8000","MANDALA","IMPRESSO/ FISICO","SIM","SIM","SIM"
"17","30","1","SONAR EDITORA E COMERCIO DE LIVROS LTDA","11491749000103","184830,8000","MANDALA","IMPRESSO/ FISICO","SIM","SIM","SIM"
"17","31","1","SONAR EDITORA E COMERCIO DE LIVROS LTDA","11491749000103","184830,8000","MANDALA","IMPRESSO/ FISICO","SIM","SIM","SIM"
"17","32","1","SONAR EDITORA E COMERCIO DE LIVROS LTDA","11491749000103","184830,8000","MANDALA","IMPRESSO/ FISICO","SIM","SIM","SIM"
"17","33","1","SONAR EDITORA E COMERCIO DE LIVROS LTDA","11491749000103","184830,8000","MANDALA","IMPRESSO/ FISICO","SIM","SIM","SIM"
"17","34","1","SONAR EDITORA E COMERCIO DE LIVROS LTDA","11491749000103","184830,8000","MANDALA","IMPRESSO/ FISICO","SIM","SIM","SIM"
"17","35","1","SONAR EDITORA E COMERCIO DE LIVROS LTDA","11491749000103","184830,8000","MANDALA","IMPRESSO/ FISICO","SIM","SIM","SIM"
"17","36","1","SONAR EDITORA E COMERCIO DE LIVROS LTDA","11491749000103","184830,8000","MANDALA","IMPRESSO/ FISICO","SIM","SIM","SIM"
"17","37","1","SONAR EDITORA E COMERCIO DE LIVROS LTDA","11491749000103","184830,8000","MANDALA","IMPRESSO/ FISICO","SIM","SIM","SIM"
"17","38","1","SONAR EDITORA E COMERCIO DE LIVROS LTDA","11491749000103","184830,8000","MANDALA","IMPRESSO/ FISICO","SIM","SIM","SIM"
"17","39","1","SONAR EDITORA E COMERCIO DE LIVROS LTDA","11491749000103","184830,8000","MANDALA","IMPRESSO/ FISICO","SIM","SIM","SIM"
"17","40","1","SONAR EDITORA E COMERCIO DE LIVROS LTDA","11491749000103","184830,8000","MANDALA","IMPRESSO/ FISICO","SIM","SIM","SIM"
"17","41","1","SONAR EDITORA E COMERCIO DE LIVROS LTDA","11491749000103","184830,8000","MANDALA","IMPRESSO/ FISICO","SIM","SIM","SIM"
"17","42","1","SONAR EDITORA E COMERCIO DE LIVROS LTDA","11491749000103","184830,8000","MANDALA","IMPRESSO/ FISICO","SIM","SIM","SIM"
"17","43","1","SONAR EDITORA E COMERCIO DE LIVROS LTDA","11491749000103","184830,8000","MANDALA","IMPRESSO/ FISICO","SIM","SIM","SIM"
"17","44","1","SONAR EDITORA E COMERCIO DE LIVROS LTDA","11491749000103","184830,8000","MANDALA","IMPRESSO/ FISICO","SIM","SIM","SIM"
"17","45","1","SONAR EDITORA E COMERCIO DE LIVROS LTDA","11491749000103","184830,8000","MANDALA","IMPRESSO/ FISICO","SIM","SIM","SIM"
"17","46","1","SONAR EDITORA E COMERCIO DE LIVROS LTDA","11491749000103","184830,8000","MANDALA","IMPRESSO/ FISICO","SIM","SIM","SIM"
"17","47","1","SONAR EDITORA E COMERCIO DE LIVROS LTDA","11491749000103","184830,8000","MANDALA","IMPRESSO/ FISICO","SIM","SIM","SIM"
"17","48","1","SONAR EDITORA E COMERCIO DE LIVROS LTDA","11491749000103","184830,8000","MANDALA","IMPRESSO/ FISICO","SIM","SIM","SIM"
"17","49","1","SONAR EDITORA E COMERCIO DE LIVROS LTDA","11491749000103","184830,8000","MANDALA","IMPRESSO/ FISICO","SIM","SIM","SIM"
"17","50","1","SONAR EDITORA E COMERCIO DE LIVROS LTDA","11491749000103","184830,8000","MANDALA","IMPRESSO/ FISICO","SIM","SIM","SIM"
"17","51","1","SONAR EDITORA E COMERCIO DE LIVROS LTDA","11491749000103","184830,8000","MANDALA","IMPRESSO/ FISICO","SIM","SIM","SIM"
"17","52","1","SONAR EDITORA E COMERCIO DE LIVROS LTDA","11491749000103","184830,8000","MANDALA","IMPRESSO/ FISICO","SIM","SIM","SIM"
"17","53","1","SONAR EDITORA E COMERCIO DE LIVROS LTDA","11491749000103","184830,8000","MANDALA","IMPRESSO/ FISICO","SIM","SIM","SIM"
"17","54","1","SONAR EDITORA E COMERCIO DE LIVROS LTDA","11491749000103","184830,8000","MANDALA","IMPRESSO/ FISICO","SIM","SIM","SIM"
"17","55","1","SONAR EDITORA E COMERCIO DE LIVROS LTDA","11491749000103","184830,8000","MANDALA","IMPRESSO/ FISICO","SIM","SIM","SIM"
"17","56","1","SONAR EDITORA E COMERCIO DE LIVROS LTDA","11491749000103","184830,8000","MANDALA","IMPRESSO/ FISICO","SIM","SIM","SIM"
"17","57","1","SONAR EDITORA E COMERCIO DE LIVROS LTDA","11491749000103","184830,8000","MANDALA","IMPRESSO/ FISICO","SIM","SIM","SIM"
"17","58","1","SONAR EDITORA E COMERCIO DE LIVROS LTDA","11491749000103","184830,8000","MANDALA","IMPRESSO/ FISICO","SIM","SIM","SIM"
"17","59","1","SONAR EDITORA E COMERCIO DE LIVROS LTDA","11491749000103","184830,8000","MANDALA","IMPRESSO/ FISICO","SIM","SIM","SIM"
"17","60","1","SONAR EDITORA E COMERCIO DE LIVROS LTDA","11491749000103","184830,8000","MANDALA","IMPRESSO/ FISICO","SIM","SIM","SIM"
"17","61","1","SONAR EDITORA E COMERCIO DE LIVROS LTDA","11491749000103","184830,8000","MANDALA","IMPRESSO/ FISICO","SIM","SIM","SIM"
"17","62","1","SONAR EDITORA E COMERCIO DE LIVROS LTDA","11491749000103","184830,8000","MANDALA","IMPRESSO/ FISICO","SIM","SIM","SIM"
"17","63","1","SONAR EDITORA E COMERCIO DE LIVROS LTDA","11491749000103","184830,8000","MANDALA","IMPRESSO/ FISICO","SIM","SIM","SIM"
"17","64","1","SONAR EDITORA E COMERCIO DE LIVROS LTDA","11491749000103","184830,8000","MANDALA","IMPRESSO/ FISICO","SIM","SIM","SIM"
"18","1","1","SONAR EDITORA E COMERCIO DE LIVROS LTDA","11491749000103","10965,0000","MELHORAMENTOS","IMPRESSO/ FISICO","SIM","SIM","SIM"
"18","1","2","REAL EDITORA E DISTRIBUIDORA LTDA","04381586000132","11935,0000","Melhoramentos","Papel couchê","NÃO","SIM","SIM"
"18","2","1","SONAR EDITORA E COMERCIO DE LIVROS LTDA","11491749000103","10965,0000","MELHORAMENTOS","IMPRESSO/ FISICO","SIM","SIM","SIM"
"18","2","2","REAL EDITORA E DISTRIBUIDORA LTDA","04381586000132","11935,0000","Melhoramentos","Papel couchê","NÃO","SIM","SIM"
"19","1","1","SONAR EDITORA E COMERCIO DE LIVROS LTDA","11491749000103","7990,0000","ON LINE","IMPRESSO/ FISICO","SIM","SIM","SIM"
"19","2","1","SONAR EDITORA E COMERCIO DE LIVROS LTDA","11491749000103","7990,0000","ON LINE","IMPRESSO/ FISICO","SIM","SIM","SIM"
"19","3","1","SONAR EDITORA E COMERCIO DE LIVROS LTDA","11491749000103","7990,0000","ON LINE","IMPRESSO/ FISICO","SIM","SIM","SIM"
"19","4","1","SONAR EDITORA E COMERCIO DE LIVROS LTDA","11491749000103","7990,0000","ON LINE","IMPRESSO/ FISICO","SIM","SIM","SIM"
"19","5","1","SONAR EDITORA E COMERCIO DE LIVROS LTDA","11491749000103","7990,0000","ON LINE","IMPRESSO/ FISICO","SIM","SIM","SIM"
"20","1","1","SONAR EDITORA E COMERCIO DE LIVROS LTDA","11491749000103","799,0000","SALAMANDRA","IMPRESSO/ FISICO","SIM","SIM","SIM"
"21","1","1","SONAR EDITORA E COMERCIO DE LIVROS LTDA","11491749000103","3998,4000","SCIPIONE","IMPRESSO/ FISICO","SIM","SIM","SIM"
"21","2","1","SONAR EDITORA E COMERCIO DE LIVROS LTDA","11491749000103","3998,4000","SCIPIONE","IMPRESSO/ FISICO","SIM","SIM","SIM"
"22","1","1","SONAR EDITORA E COMERCIO DE LIVROS LTDA","11491749000103","7792,8000","SÓ LETRINHAS","IMPRESSO/ FISICO","SIM","SIM","SIM"
"22","2","1","SONAR EDITORA E COMERCIO DE LIVROS LTDA","11491749000103","7792,8000","SÓ LETRINHAS","IMPRESSO/ FISICO","SIM","SIM","SIM"
"22","3","1","SONAR EDITORA E COMERCIO DE LIVROS LTDA","11491749000103","7792,8000","SÓ LETRINHAS","IMPRESSO/ FISICO","SIM","SIM","SIM"
"22","4","1","SONAR EDITORA E COMERCIO DE LIVROS LTDA","11491749000103","7792,8000","SÓ LETRINHAS","IMPRESSO/ FISICO","SIM","SIM","SIM"
"22","5","1","SONAR EDITORA E COMERCIO DE LIVROS LTDA","11491749000103","7792,8000","SÓ LETRINHAS","IMPRESSO/ FISICO","SIM","SIM","SIM"
"22","6","1","SONAR EDITORA E COMERCIO DE LIVROS LTDA","11491749000103","7792,8000","SÓ LETRINHAS","IMPRESSO/ FISICO","SIM","SIM","SIM"
"22","7","1","SONAR EDITORA E COMERCIO DE LIVROS LTDA","11491749000103","7792,8000","SÓ LETRINHAS","IMPRESSO/ FISICO","SIM","SIM","SIM"
"22","8","1","SONAR EDITORA E COMERCIO DE LIVROS LTDA","11491749000103","7792,8000","SÓ LETRINHAS","IMPRESSO/ FISICO","SIM","SIM","SIM"
"23","1","1","SONAR EDITORA E COMERCIO DE LIVROS LTDA","11491749000103","2488,8000","TODOLIVRO","IMPRESSO/ FISICO","SIM","SIM","SIM"
